year,month,state_and_area,tot_employed,percent_of_population,tot_unemployed,unemployment_Rate
2020,Oct,New Mexico,"853,551",51.2,"78,619",8.4
2020,Oct,New York,"8,628,753",53.3,"876,783",9.2
2020,Oct,New York city,"3,511,295",50.1,"534,055",13.2
2020,Oct,North Carolina,"4,553,291",55.2,"291,150",6
2020,Oct,North Dakota,"389,848",65.4,"19,903",4.9
2020,Oct,Ohio,"5,352,186",57.3,"397,201",6.9
2020,Oct,Oklahoma,"1,751,997",57.5,"102,787",5.5
2020,Oct,Oregon,"1,984,519",57.5,"146,781",6.9
2020,Oct,Pennsylvania,"5,987,705",57.2,"537,122",8.2
2020,Oct,Rhode Island,"525,601",58.5,"39,616",7
2020,Oct,South Carolina,"2,225,375",54.5,"124,686",5.3
2020,Oct,South Dakota,"450,082",66.4,"16,049",3.4
2020,Oct,Tennessee,"3,113,637",56.7,"212,353",6.4
2020,Oct,Texas,"13,072,928",58.6,"1,003,144",7.1
2020,Oct,Utah,"1,594,155",65.2,"67,385",4.1
2020,Oct,Vermont,"316,900",59,"14,761",4.5
2020,Oct,Virginia,"4,064,715",59.9,"251,377",5.8
2020,Oct,Washington,"3,600,124",58.6,"279,410",7.2
2020,Oct,West Virginia,"722,278",50,"53,695",6.9
2020,Oct,Wisconsin,"2,940,416",62.4,"159,001",5.1
2020,Oct,Wyoming,"276,292",61.1,"16,332",5.6
2020,Nov,Alabama,"2,166,877",54.5,"110,565",4.9
2020,Nov,Alaska,"321,704",59,"25,028",7.2
2020,Nov,Arizona,"3,265,207",57.3,"237,060",6.8
2020,Nov,Arkansas,"1,265,973",53.8,"69,792",5.2
2020,Nov,California,"16,978,055",54.4,"1,695,472",9.1
2020,Nov,Los Angeles County,"4,335,721",54.2,"528,429",10.9
2020,Nov,Colorado,"2,905,688",63,"193,924",6.3
2020,Nov,Connecticut,"1,693,230",58,"137,016",7.5
2020,Nov,Delaware,"460,960",57.6,"26,013",5.3
2020,Nov,District of Columbia,"347,932",63.6,"29,674",7.9
2020,Nov,Florida,"9,444,155",53.6,"669,497",6.6
2020,Nov,Georgia,"4,922,469",59,"272,292",5.2
2020,Nov,Hawaii,"584,029",51.9,"69,440",10.6
2020,Nov,Idaho,"871,655",60.4,"38,398",4.2
2020,Nov,Illinois,"5,808,104",57.4,"495,731",7.9
2020,Nov,Indiana,"3,195,971",60.1,"176,431",5.2
2020,Nov,Iowa,"1,589,647",63.5,"71,187",4.3
2020,Nov,Kansas,"1,438,258",63.7,"67,683",4.5
2020,Nov,Kentucky,"1,908,872",54,"95,765",4.8
2020,Nov,Louisiana,"1,912,266",53.3,"157,791",7.6
2020,Nov,Maine,"641,825",56.6,"26,316",3.9
2020,Nov,Maryland,"2,978,502",61,"210,466",6.6
2020,Nov,Massachusetts,"3,458,710",60.3,"306,876",8.1
2020,Nov,Michigan,"4,464,357",55.3,"341,909",7.1
2020,Nov,Minnesota,"2,941,355",65.4,"158,966",5.1
2020,Nov,Mississippi,"1,170,845",51.3,"84,302",6.7
2020,Nov,Missouri,"2,895,399",59.7,"157,606",5.2
2020,Nov,Montana,"521,496",59.8,"23,799",4.4
2020,Nov,Nebraska,"1,012,952",67.1,"32,939",3.1
2020,Nov,Nevada,"1,351,062",54.6,"155,243",10.3
2020,Nov,New Hampshire,"724,667",63.3,"36,578",4.8
2020,Nov,New Jersey,"4,270,347",57.7,"330,496",7.2
2020,Nov,New Mexico,"855,557",51.3,"78,373",8.4
2020,Nov,New York,"8,670,558",53.6,"852,229",8.9
2020,Nov,New York city,"3,535,136",50.6,"524,719",12.9
2020,Nov,North Carolina,"4,575,803",55.4,"280,554",5.8
2020,Nov,North Dakota,"390,345",65.5,"18,889",4.6
2020,Nov,Ohio,"5,375,995",57.5,"376,142",6.5
2020,Nov,Oklahoma,"1,757,990",57.6,"99,542",5.4
2020,Nov,Oregon,"1,991,637",57.7,"142,199",6.7
2020,Nov,Pennsylvania,"6,001,996",57.3,"518,130",7.9
2020,Nov,Rhode Island,"528,496",58.8,"39,669",7
2020,Nov,South Carolina,"2,233,232",54.7,"118,324",5
2020,Nov,South Dakota,"451,322",66.5,"15,304",3.3
2020,Nov,Tennessee,"3,133,156",57,"198,660",6
2020,Nov,Texas,"13,128,293",58.8,"985,516",7
2020,Nov,Utah,"1,601,424",65.3,"63,201",3.8
2020,Nov,Vermont,"317,286",59,"14,344",4.3
2020,Nov,Virginia,"4,080,779",60.1,"229,241",5.3
2020,Nov,Washington,"3,613,018",58.8,"264,556",6.8
2020,Nov,West Virginia,"725,272",50.2,"50,730",6.5
2020,Nov,Wisconsin,"2,950,507",62.6,"152,058",4.9
2020,Nov,Wyoming,"276,149",61.1,"15,930",5.5
2020,Dec,Alabama,"2,167,276",54.5,"102,843",4.5
2020,Dec,Alaska,"322,956",59.2,"25,318",7.3
2020,Dec,Arizona,"3,276,236",57.4,"231,503",6.6
2020,Dec,Arkansas,"1,267,096",53.8,"67,769",5.1
2020,Dec,California,"17,039,902",54.7,"1,695,633",9.1
2020,Dec,Los Angeles County,"4,363,587",54.6,"540,829",11
2020,Dec,Colorado,"2,914,795",63.2,"198,646",6.4
2020,Dec,Connecticut,"1,690,919",57.9,"133,515",7.3
2020,Dec,Delaware,"461,993",57.6,"27,240",5.6
2020,Dec,District of Columbia,"347,304",63.5,"28,948",7.7
2020,Dec,Florida,"9,497,736",53.9,"647,861",6.4
2020,Dec,Georgia,"4,926,232",59,"261,983",5
2020,Dec,Hawaii,"596,300",53,"68,449",10.3
2020,Dec,Idaho,"874,637",60.5,"38,049",4.2
2020,Dec,Illinois,"5,831,334",57.7,"481,495",7.6
2020,Dec,Indiana,"3,203,228",60.2,"167,987",5
2020,Dec,Iowa,"1,595,240",63.7,"71,292",4.3
2020,Dec,Kansas,"1,441,054",63.8,"64,042",4.3
2020,Dec,Kentucky,"1,911,759",54.1,"94,783",4.7
2020,Dec,Louisiana,"1,919,768",53.5,"153,074",7.4
2020,Dec,Maine,"644,853",56.8,"28,270",4.2
2020,Dec,Maryland,"2,977,306",61,"212,948",6.7
2020,Dec,Massachusetts,"3,469,086",60.4,"293,392",7.8
2020,Dec,Michigan,"4,387,004",54.4,"331,043",7
2020,Dec,Minnesota,"2,927,313",65.1,"149,198",4.8
2020,Dec,Mississippi,"1,173,267",51.4,"83,149",6.6
2020,Dec,Missouri,"2,897,211",59.7,"153,418",5
2020,Dec,Montana,"522,261",59.7,"22,818",4.2
2020,Dec,Nebraska,"1,013,333",67.2,"32,514",3.1
2020,Dec,Nevada,"1,361,289",54.9,"146,606",9.7
2020,Dec,New Hampshire,"725,848",63.4,"34,601",4.6
2020,Dec,New Jersey,"4,289,974",57.9,"334,119",7.2
2020,Dec,New Mexico,"856,735",51.4,"79,158",8.5
2020,Dec,New York,"8,697,410",53.8,"829,199",8.7
2020,Dec,New York city,"3,554,297",51,"511,617",12.6
2020,Dec,North Carolina,"4,589,903",55.5,"282,126",5.8
2020,Dec,North Dakota,"390,672",65.6,"18,086",4.4
2020,Dec,Ohio,"5,384,791",57.6,"363,351",6.3
2020,Dec,Oklahoma,"1,761,913",57.7,"97,144",5.2
2020,Dec,Oregon,"1,995,697",57.8,"141,779",6.6
2020,Dec,Pennsylvania,"6,007,799",57.3,"501,122",7.7
2020,Dec,Rhode Island,"530,586",59,"39,192",6.9
2020,Dec,South Carolina,"2,237,497",54.7,"114,512",4.9
2020,Dec,South Dakota,"452,027",66.5,"14,754",3.2
2020,Dec,Tennessee,"3,142,588",57.2,"189,594",5.7
2020,Dec,Texas,"13,162,136",58.9,"980,758",6.9
2020,Dec,Utah,"1,606,828",65.4,"60,351",3.6
2020,Dec,Vermont,"317,422",59,"14,600",4.4
2020,Dec,Virginia,"4,090,991",60.3,"218,435",5.1
2020,Dec,Washington,"3,622,422",58.9,"257,731",6.6
2020,Dec,West Virginia,"727,336",50.3,"49,097",6.3
2020,Dec,Wisconsin,"2,956,180",62.7,"148,370",4.8
2020,Dec,Wyoming,"275,785",61,"15,832",5.4
2021,Jan,Alabama,"2,167,745",54.5,"93,933",4.2
2021,Jan,Alaska,"324,035",59.4,"24,765",7.1
2021,Jan,Arizona,"3,286,574",57.5,"223,663",6.4
2021,Jan,Arkansas,"1,268,631",53.9,"65,309",4.9
2021,Jan,California,"17,096,125",54.9,"1,634,650",8.7
2021,Jan,Los Angeles County,"4,388,070",55,"530,729",10.8
2021,Jan,Colorado,"2,923,228",63.3,"195,325",6.3
2021,Jan,Connecticut,"1,688,878",57.7,"127,838",7
2021,Jan,Delaware,"462,744",57.6,"28,028",5.7
2021,Jan,District of Columbia,"346,750",63.4,"27,323",7.3
2021,Jan,Florida,"9,548,255",54.1,"598,043",5.9
2021,Jan,Georgia,"4,930,758",59,"247,400",4.8
2021,Jan,Hawaii,"605,622",53.8,"63,933",9.5
2021,Jan,Idaho,"877,309",60.5,"37,054",4.1
2021,Jan,Illinois,"5,851,977",57.9,"454,854",7.2
2021,Jan,Indiana,"3,206,032",60.3,"156,477",4.7
2021,Jan,Iowa,"1,599,849",63.8,"69,709",4.2
2021,Jan,Kansas,"1,443,340",63.9,"58,657",3.9
2021,Jan,Kentucky,"1,914,708",54.2,"92,584",4.6
2021,Jan,Louisiana,"1,926,841",53.7,"145,252",7
2021,Jan,Maine,"647,269",57,"29,560",4.4
2021,Jan,Maryland,"2,976,494",61,"202,505",6.4
2021,Jan,Massachusetts,"3,477,470",60.6,"265,972",7.1
2021,Jan,Michigan,"4,460,627",55.3,"310,092",6.5
2021,Jan,Minnesota,"2,915,803",64.8,"136,864",4.5
2021,Jan,Mississippi,"1,174,439",51.5,"81,497",6.5
2021,Jan,Missouri,"2,899,887",59.8,"148,738",4.9
2021,Jan,Montana,"523,160",59.8,"21,588",4
2021,Jan,Nebraska,"1,013,939",67.2,"31,510",3
2021,Jan,Nevada,"1,368,998",55.2,"135,287",9
2021,Jan,New Hampshire,"726,594",63.4,"32,115",4.2
2021,Jan,New Jersey,"4,303,297",58.1,"336,180",7.2
2021,Jan,New Mexico,"857,911",51.4,"76,937",8.2
2021,Jan,New York,"8,719,038",54,"810,668",8.5
2021,Jan,New York city,"3,570,953",51.3,"499,221",12.3
2021,Jan,North Carolina,"4,600,085",55.5,"273,696",5.6
2021,Jan,North Dakota,"391,269",65.7,"16,938",4.1
2021,Jan,Ohio,"5,387,825",57.7,"345,594",6
2021,Jan,Oklahoma,"1,765,348",57.8,"93,595",5
2021,Jan,Oregon,"1,999,731",57.9,"137,192",6.4
2021,Jan,Pennsylvania,"6,012,410",57.4,"484,684",7.5
2021,Jan,Rhode Island,"532,511",59.3,"36,741",6.5
2021,Jan,South Carolina,"2,240,855",54.7,"108,334",4.6
2021,Jan,South Dakota,"452,750",66.6,"13,893",3
2021,Jan,Tennessee,"3,144,458",57.2,"179,864",5.4
2021,Jan,Texas,"13,194,031",59,"952,869",6.7
2021,Jan,Utah,"1,611,870",65.5,"56,457",3.4
2021,Jan,Vermont,"317,719",59.1,"14,877",4.5
2021,Jan,Virginia,"4,099,663",60.4,"208,846",4.8
2021,Jan,Washington,"3,630,780",59.1,"246,141",6.3
2021,Jan,West Virginia,"728,990",50.5,"46,898",6
2021,Jan,Wisconsin,"2,960,266",62.8,"141,623",4.6
2021,Jan,Wyoming,"275,485",60.9,"15,655",5.4
2021,Feb,Alabama,"2,169,569",54.5,"88,279",3.9
2021,Feb,Alaska,"325,131",59.6,"24,661",7.1
2021,Feb,Arizona,"3,298,198",57.7,"218,253",6.2
2021,Feb,Arkansas,"1,270,812",54,"63,832",4.8
2021,Feb,California,"17,165,377",55.1,"1,604,604",8.5
2021,Feb,Los Angeles County,"4,415,938",55.4,"525,486",10.6
2021,Feb,Colorado,"2,933,331",63.5,"195,834",6.3
2021,Feb,Connecticut,"1,688,035",57.7,"125,903",6.9
2021,Feb,Delaware,"463,673",57.7,"28,752",5.8
2021,Feb,District of Columbia,"346,690",63.4,"26,432",7.1
2021,Feb,Florida,"9,603,143",54.4,"566,461",5.6
2021,Feb,Georgia,"4,937,540",59.1,"236,572",4.6
2021,Feb,Hawaii,"613,005",54.5,"61,943",9.2
2021,Feb,Idaho,"880,157",60.6,"36,528",4
2021,Feb,Illinois,"5,873,382",58.2,"442,295",7
2021,Feb,Indiana,"3,209,198",60.3,"151,485",4.5
2021,Feb,Iowa,"1,604,351",64,"69,541",4.2
2021,Feb,Kansas,"1,445,630",64,"55,365",3.7
2021,Feb,Kentucky,"1,919,009",54.3,"91,288",4.5
2021,Feb,Louisiana,"1,933,367",53.9,"140,589",6.8
2021,Feb,Maine,"649,453",57.2,"31,368",4.6
2021,Feb,Maryland,"2,977,470",61,"195,408",6.2
2021,Feb,Massachusetts,"3,487,618",60.8,"251,647",6.7
2021,Feb,Michigan,"4,460,982",55.3,"302,658",6.4
2021,Feb,Minnesota,"2,909,371",64.7,"129,483",4.3
2021,Feb,Mississippi,"1,176,182",51.6,"79,877",6.4
2021,Feb,Missouri,"2,903,574",59.8,"146,357",4.8
2021,Feb,Montana,"524,507",59.8,"20,969",3.8
2021,Feb,Nebraska,"1,015,089",67.3,"30,933",3
2021,Feb,Nevada,"1,375,796",55.4,"128,107",8.5
2021,Feb,New Hampshire,"727,439",63.5,"30,735",4.1
2021,Feb,New Jersey,"4,315,408",58.3,"336,537",7.2
2021,Feb,New Mexico,"859,958",51.6,"76,295",8.1
2021,Feb,New York,"8,743,816",54.2,"792,752",8.3
2021,Feb,New York city,"3,588,738",51.7,"486,414",11.9
2021,Feb,North Carolina,"4,608,583",55.6,"268,130",5.5
2021,Feb,North Dakota,"392,183",65.8,"15,980",3.9
2021,Feb,Ohio,"5,391,710",57.8,"336,672",5.9
2021,Feb,Oklahoma,"1,769,081",57.9,"90,952",4.9
2021,Feb,Oregon,"2,005,894",58,"134,437",6.3
2021,Feb,Pennsylvania,"6,019,056",57.4,"466,802",7.2
2021,Feb,Rhode Island,"534,467",59.5,"35,627",6.2
2021,Feb,South Carolina,"2,244,898",54.8,"103,827",4.4
2021,Feb,South Dakota,"453,571",66.7,"13,470",2.9
2021,Feb,Tennessee,"3,144,250",57.2,"175,013",5.3
2021,Feb,Texas,"13,234,536",59.1,"934,027",6.6
2021,Feb,Utah,"1,617,376",65.6,"53,911",3.2
2021,Feb,Vermont,"318,443",59.2,"15,047",4.5
2021,Feb,Virginia,"4,109,431",60.5,"202,956",4.7
2021,Feb,Washington,"3,640,705",59.2,"237,443",6.1
2021,Feb,West Virginia,"730,675",50.6,"45,628",5.9
2021,Feb,Wisconsin,"2,964,828",62.9,"139,092",4.5
2021,Feb,Wyoming,"275,416",60.8,"15,490",5.3
2021,Mar,Alabama,"2,172,677",54.6,"84,349",3.7
2021,Mar,Alaska,"326,308",59.8,"24,722",7
2021,Mar,Arizona,"3,311,717",57.8,"211,055",6
2021,Mar,Arkansas,"1,274,387",54.1,"62,154",4.7
2021,Mar,California,"17,259,385",55.5,"1,582,228",8.4
2021,Mar,Los Angeles County,"4,451,336",55.9,"519,289",10.4
2021,Mar,Colorado,"2,945,861",63.7,"192,753",6.1
2021,Mar,Connecticut,"1,688,664",57.7,"124,382",6.9
2021,Mar,Delaware,"464,920",57.8,"29,252",5.9
2021,Mar,District of Columbia,"347,514",63.6,"26,252",7
2021,Mar,Florida,"9,667,587",54.7,"544,744",5.3
2021,Mar,Georgia,"4,948,163",59.1,"227,753",4.4
2021,Mar,Hawaii,"619,280",55.1,"57,021",8.4
2021,Mar,Idaho,"883,353",60.6,"35,580",3.9
2021,Mar,Illinois,"5,897,875",58.4,"429,938",6.8
2021,Mar,Indiana,"3,214,865",60.4,"146,992",4.4
2021,Mar,Iowa,"1,610,404",64.2,"70,033",4.2
2021,Mar,Kansas,"1,448,085",64.1,"53,692",3.6
2021,Mar,Kentucky,"1,924,418",54.5,"90,593",4.5
2021,Mar,Louisiana,"1,940,874",54.2,"136,199",6.6
2021,Mar,Maine,"651,510",57.3,"32,541",4.8
2021,Mar,Maryland,"2,983,241",61.1,"190,616",6
2021,Mar,Massachusetts,"3,500,858",61,"239,178",6.4
2021,Mar,Michigan,"4,465,028",55.4,"297,241",6.2
2021,Mar,Minnesota,"2,909,230",64.7,"125,033",4.1
2021,Mar,Mississippi,"1,179,106",51.7,"78,123",6.2
2021,Mar,Missouri,"2,909,046",59.9,"143,638",4.7
2021,Mar,Montana,"526,393",59.9,"20,421",3.7
2021,Mar,Nebraska,"1,016,730",67.4,"30,441",2.9
2021,Mar,Nevada,"1,382,561",55.6,"120,882",8
2021,Mar,New Hampshire,"728,617",63.5,"29,583",3.9
2021,Mar,New Jersey,"4,329,648",58.5,"331,582",7.1
2021,Mar,New Mexico,"863,432",51.7,"74,444",7.9
2021,Mar,New York,"8,776,986",54.5,"764,220",8
2021,Mar,New York city,"3,611,200",52.2,"465,265",11.4
2021,Mar,North Carolina,"4,619,631",55.7,"262,451",5.4
2021,Mar,North Dakota,"393,412",66.1,"15,061",3.7
2021,Mar,Ohio,"5,401,316",57.9,"328,280",5.7
2021,Mar,Oklahoma,"1,773,542",58,"88,422",4.7
2021,Mar,Oregon,"2,014,661",58.3,"131,179",6.1
2021,Mar,Pennsylvania,"6,029,628",57.5,"447,250",6.9
2021,Mar,Rhode Island,"536,401",59.7,"34,745",6.1
2021,Mar,South Carolina,"2,250,340",54.8,"100,594",4.3
2021,Mar,South Dakota,"454,640",66.8,"13,304",2.8
2021,Mar,Tennessee,"3,146,908",57.2,"170,523",5.1
2021,Mar,Texas,"13,291,247",59.3,"908,409",6.4
2021,Mar,Utah,"1,623,597",65.8,"51,529",3.1
2021,Mar,Vermont,"319,653",59.4,"14,796",4.4
2021,Mar,Virginia,"4,123,484",60.7,"196,916",4.6
2021,Mar,Washington,"3,653,458",59.4,"228,713",5.9
2021,Mar,West Virginia,"732,775",50.8,"44,723",5.8
2021,Mar,Wisconsin,"2,970,699",63.1,"135,938",4.4
2021,Mar,Wyoming,"275,607",60.9,"15,155",5.2
2021,Apr,Alabama,"2,175,666",54.6,"82,277",3.6
2021,Apr,Alaska,"327,470",60,"24,780",7
2021,Apr,Arizona,"3,325,839",58,"203,765",5.8
2021,Apr,Arkansas,"1,277,934",54.2,"60,286",4.5
2021,Apr,California,"17,367,539",55.8,"1,560,629",8.2
2021,Apr,Los Angeles County,"4,490,141",56.4,"510,858",10.2
2021,Apr,Colorado,"2,959,199",64,"192,130",6.1
2021,Apr,Connecticut,"1,689,909",57.6,"124,562",6.9
2021,Apr,Delaware,"466,169",57.9,"29,365",5.9
2021,Apr,District of Columbia,"348,849",63.8,"26,424",7
2021,Apr,Florida,"9,736,226",55,"524,437",5.1
2021,Apr,Georgia,"4,959,867",59.2,"219,760",4.2
2021,Apr,Hawaii,"624,691",55.5,"52,437",7.7
2021,Apr,Idaho,"886,613",60.7,"34,762",3.8
2021,Apr,Illinois,"5,922,625",58.7,"421,701",6.6
2021,Apr,Indiana,"3,221,208",60.5,"143,918",4.3
2021,Apr,Iowa,"1,616,865",64.5,"70,446",4.2
2021,Apr,Kansas,"1,450,239",64.2,"53,143",3.5
2021,Apr,Kentucky,"1,928,992",54.6,"90,674",4.5
2021,Apr,Louisiana,"1,947,756",54.4,"132,218",6.4
2021,Apr,Maine,"653,160",57.4,"33,678",4.9
2021,Apr,Maryland,"2,990,622",61.3,"185,908",5.9
2021,Apr,Massachusetts,"3,515,529",61.2,"234,984",6.3
2021,Apr,Michigan,"4,471,099",55.5,"296,776",6.2
2021,Apr,Minnesota,"2,913,114",64.7,"122,383",4
2021,Apr,Mississippi,"1,181,493",51.8,"76,346",6.1
2021,Apr,Missouri,"2,914,476",60,"139,728",4.6
2021,Apr,Montana,"528,398",60.1,"20,131",3.7
2021,Apr,Nebraska,"1,018,448",67.5,"29,890",2.9
2021,Apr,Nevada,"1,388,969",55.8,"115,551",7.7
2021,Apr,New Hampshire,"729,823",63.6,"28,791",3.8
2021,Apr,New Jersey,"4,343,837",58.6,"331,742",7.1
2021,Apr,New Mexico,"867,850",52,"73,721",7.8
2021,Apr,New York,"8,814,695",54.7,"744,085",7.8
2021,Apr,New York city,"3,636,464",52.7,"452,418",11.1
2021,Apr,North Carolina,"4,630,964",55.7,"255,922",5.2
2021,Apr,North Dakota,"394,562",66.2,"14,143",3.5
2021,Apr,Ohio,"5,414,936",58,"320,890",5.6
2021,Apr,Oklahoma,"1,777,846",58.1,"86,016",4.6
2021,Apr,Oregon,"2,024,294",58.5,"127,123",5.9
2021,Apr,Pennsylvania,"6,041,633",57.6,"430,136",6.6
2021,Apr,Rhode Island,"538,034",59.9,"34,802",6.1
2021,Apr,South Carolina,"2,256,080",54.9,"98,306",4.2
2021,Apr,South Dakota,"455,658",66.9,"13,254",2.8
2021,Apr,Tennessee,"3,153,494",57.2,"166,672",5
2021,Apr,Texas,"13,356,777",59.5,"882,019",6.2
2021,Apr,Utah,"1,629,918",65.9,"49,971",3
2021,Apr,Vermont,"321,094",59.6,"14,171",4.2
2021,Apr,Virginia,"4,137,966",60.9,"189,146",4.4
2021,Apr,Washington,"3,667,512",59.6,"220,469",5.7
2021,Apr,West Virginia,"735,084",51,"43,800",5.6
2021,Apr,Wisconsin,"2,976,961",63.2,"133,080",4.3
2021,Apr,Wyoming,"275,886",60.9,"14,704",5.1
2021,May,Alabama,"2,177,799",54.6,"79,789",3.5
2021,May,Alaska,"328,554",60.2,"24,045",6.8
2021,May,Arizona,"3,339,217",58.2,"194,398",5.5
2021,May,Arkansas,"1,281,096",54.3,"57,868",4.3
2021,May,California,"17,470,425",56.2,"1,495,656",7.9
2021,May,Los Angeles County,"4,524,507",56.9,"485,141",9.7
2021,May,Colorado,"2,971,599",64.2,"184,867",5.9
2021,May,Connecticut,"1,691,533",57.6,"121,361",6.7
2021,May,Delaware,"467,077",57.9,"29,041",5.9
2021,May,District of Columbia,"350,600",64.1,"26,594",7.1
2021,May,Florida,"9,804,480",55.3,"503,829",4.9
2021,May,Georgia,"4,971,177",59.3,"212,037",4.1
2021,May,Hawaii,"629,135",55.9,"46,290",6.9
2021,May,Idaho,"889,675",60.7,"33,625",3.6
2021,May,Illinois,"5,946,567",58.9,"408,953",6.4
2021,May,Indiana,"3,225,960",60.6,"139,485",4.1
2021,May,Iowa,"1,622,936",64.7,"69,856",4.1
2021,May,Kansas,"1,451,840",64.2,"52,618",3.5
2021,May,Kentucky,"1,932,134",54.7,"90,863",4.5
2021,May,Louisiana,"1,953,870",54.5,"126,271",6.1
2021,May,Maine,"654,349",57.4,"33,254",4.8
2021,May,Maryland,"2,998,799",61.4,"180,590",5.7
2021,May,Massachusetts,"3,528,915",61.4,"218,247",5.8
2021,May,Michigan,"4,478,057",55.5,"295,067",6.2
2021,May,Minnesota,"2,918,024",64.8,"119,207",3.9
2021,May,Mississippi,"1,183,855",51.9,"74,258",5.9
2021,May,Missouri,"2,919,490",60.1,"133,923",4.4
2021,May,Montana,"530,032",60.1,"19,676",3.6
2021,May,Nebraska,"1,019,987",67.5,"29,131",2.8
2021,May,Nevada,"1,394,370",55.9,"109,155",7.3
2021,May,New Hampshire,"730,725",63.6,"27,550",3.6
2021,May,New Jersey,"4,355,340",58.8,"323,020",6.9
2021,May,New Mexico,"872,264",52.2,"70,487",7.5
2021,May,New York,"8,852,224",55,"706,350",7.4
2021,May,New York city,"3,661,866",53.2,"425,122",10.4
2021,May,North Carolina,"4,641,385",55.8,"249,456",5.1
2021,May,North Dakota,"395,461",66.4,"13,180",3.2
2021,May,Ohio,"5,428,999",58.2,"310,282",5.4
2021,May,Oklahoma,"1,781,550",58.2,"83,015",4.5
2021,May,Oregon,"2,032,813",58.7,"119,949",5.6
2021,May,Pennsylvania,"6,051,491",57.7,"412,844",6.4
2021,May,Rhode Island,"539,224",60,"33,845",5.9
2021,May,South Carolina,"2,260,898",55,"96,556",4.1
2021,May,South Dakota,"456,536",66.9,"13,123",2.8
2021,May,Tennessee,"3,163,526",57.4,"160,332",4.8
2021,May,Texas,"13,424,638",59.7,"847,622",5.9
2021,May,Utah,"1,635,746",66,"48,156",2.9
2021,May,Vermont,"322,499",59.8,"13,287",4
2021,May,Virginia,"4,151,293",61.1,"180,570",4.2
2021,May,Washington,"3,680,710",59.8,"211,821",5.4
2021,May,West Virginia,"737,307",51.1,"42,665",5.5
2021,May,Wisconsin,"2,982,566",63.3,"128,576",4.1
2021,May,Wyoming,"276,068",60.9,"14,095",4.9
2021,Jun,Alabama,"2,178,735",54.6,"78,099",3.5
2021,Jun,Alaska,"329,589",60.4,"24,060",6.8
2021,Jun,Arizona,"3,350,595",58.3,"185,648",5.2
2021,Jun,Arkansas,"1,283,435",54.4,"55,906",4.2
2021,Jun,California,"17,570,885",56.5,"1,482,661",7.8
2021,Jun,Los Angeles County,"4,555,340",57.4,"478,025",9.5
2021,Jun,Colorado,"2,982,191",64.4,"184,372",5.8
2021,Jun,Connecticut,"1,712,988",58.3,"122,093",6.7
2021,Jun,Delaware,"467,349",57.8,"28,706",5.8
2021,Jun,District of Columbia,"352,375",64.5,"27,372",7.2
2021,Jun,Florida,"9,865,545",55.6,"500,100",4.8
2021,Jun,Georgia,"4,978,936",59.3,"206,161",4
2021,Jun,Hawaii,"632,759",56.3,"42,591",6.3
2021,Jun,Idaho,"892,321",60.7,"32,950",3.6
2021,Jun,Illinois,"5,966,471",59.2,"405,289",6.4
2021,Jun,Indiana,"3,227,295",60.5,"136,619",4.1
2021,Jun,Iowa,"1,628,287",64.9,"69,283",4.1
2021,Jun,Kansas,"1,452,604",64.3,"52,637",3.5
2021,Jun,Kentucky,"1,933,762",54.7,"91,702",4.5
2021,Jun,Louisiana,"1,958,296",54.7,"122,280",5.9
2021,Jun,Maine,"654,873",57.4,"34,120",5
2021,Jun,Maryland,"3,004,389",61.5,"181,807",5.7
2021,Jun,Massachusetts,"3,538,885",61.6,"219,832",5.8
2021,Jun,Michigan,"4,484,801",55.6,"298,579",6.2
2021,Jun,Minnesota,"2,920,746",64.9,"117,875",3.9
2021,Jun,Mississippi,"1,185,668",52,"71,934",5.7
2021,Jun,Missouri,"2,924,215",60.1,"128,713",4.2
2021,Jun,Montana,"531,119",60.1,"19,400",3.5
2021,Jun,Nebraska,"1,021,102",67.6,"28,796",2.7
2021,Jun,Nevada,"1,398,651",56,"104,756",7
2021,Jun,New Hampshire,"731,038",63.6,"26,798",3.5
2021,Jun,New Jersey,"4,362,613",58.9,"333,239",7.1
2021,Jun,New Mexico,"876,131",52.4,"69,993",7.4
2021,Jun,New York,"8,885,116",55.3,"704,923",7.4
2021,Jun,New York city,"3,685,527",53.7,"430,695",10.5
2021,Jun,North Carolina,"4,674,900",56.1,"248,433",5
2021,Jun,North Dakota,"396,116",66.5,"12,418",3
2021,Jun,Ohio,"5,439,237",58.3,"302,231",5.3
2021,Jun,Oklahoma,"1,784,190",58.2,"79,829",4.3
2021,Jun,Oregon,"2,038,536",58.8,"115,970",5.4
2021,Jun,Pennsylvania,"6,057,076",57.7,"401,029",6.2
2021,Jun,Rhode Island,"539,972",60,"34,543",6
2021,Jun,South Carolina,"2,263,556",54.9,"95,672",4.1
2021,Jun,South Dakota,"457,276",66.9,"13,106",2.8
2021,Jun,Tennessee,"3,173,586",57.5,"154,468",4.6
2021,Jun,Texas,"13,486,729",59.9,"835,932",5.8
2021,Jun,Utah,"1,640,549",66,"46,977",2.8
2021,Jun,Vermont,"323,587",59.9,"12,464",3.7
2021,Jun,Virginia,"4,160,596",61.2,"172,197",4
2021,Jun,Washington,"3,693,110",60,"206,942",5.3
2021,Jun,West Virginia,"739,001",51.2,"41,592",5.3
2021,Jun,Wisconsin,"2,985,836",63.3,"125,149",4
2021,Jun,Wyoming,"276,053",60.8,"13,567",4.7
2021,Jul,Alabama,"2,179,692",54.6,"75,298",3.3
